"YEAR","CASEID","FAMINCOME","HH_CHILD","PERNUM","LINENO","DATE","WT06","AGE","SEX","RACE","MARST","POPSTAT","EDUC","EMPSTAT","RETIRED","FULLPART","HOURWAGE_CPS8","SPOUSEPRES","SPSEX","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_HHACT","BLS_LEIS","BLS_OTHER","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","BLS_WORK_SEARCH"
2019,20190101190022,6,0,1,1,20190127,2286291.439799000,85,2,110,3,1,30,5,1,99,999.99,3,99,0,0,0,0,0,420,0,690,0,300,0,0
2019,20190101190031,14,1,1,1,20190130,53729031.43166300,25,2,100,6,1,16,1,99,2,11.0,2,1,0,0,0,0,13,877,0,540,0,0,0,0
2019,20190101190057,10,0,1,1,20190131,23789098.91146100,20,2,100,6,1,30,1,99,2,999.99,3,99,5,0,10,0,0,300,0,705,0,0,390,0
2019,20190101190107,9,0,1,1,20190129,22241500.15785900,61,2,100,1,1,32,4,99,99,999.99,1,1,775,0,0,0,75,100,0,450,0,0,0,0
2019,20190101190555,12,1,1,1,20190127,2599756.619860000,34,1,100,1,1,40,1,99,1,999.99,1,2,145,0,0,0,0,600,0,495,0,0,90,0
2019,20190101190565,15,0,1,1,20190129,17223160.51421200,53,2,100,4,1,40,1,99,1,999.99,2,1,0,98,105,0,150,60,0,390,11,192,479,0
2019,20190101190568,10,1,1,1,20190127,5515375.655517000,26,2,100,6,1,11,1,99,2,9.0,1,1,30,0,0,0,120,345,0,900,0,0,0,0
2019,20190101190587,6,1,1,1,20190127,7640780.010151000,45,1,100,1,1,40,1,99,1,35.0,1,2,65,0,0,0,270,180,175,540,60,0,0,0
2019,20190101190607,4,0,1,1,20190127,2865211.663099000,85,1,100,3,1,21,5,1,99,999.99,3,99,0,0,60,0,580,90,0,535,100,0,0,0
2019,20190101190654,15,0,1,1,20190129,17748277.19961700,74,1,100,1,1,40,5,1,99,999.99,1,2,0,0,0,0,165,300,0,260,625,0,0,0
2019,20190101190677,11,0,1,1,20190127,2290433.497900000,85,2,100,3,1,31,5,1,99,999.99,3,99,0,0,55,0,40,485,165,635,10,0,0,0
2019,20190101190703,10,0,1,1,20190131,5831622.586220000,36,1,110,5,1,30,1,99,1,11.75,3,99,0,0,0,0,0,318,0,427,0,0,695,0
2019,20190101190725,5,0,1,1,20190130,7116737.697129000,67,2,110,4,1,21,5,99,99,999.99,3,99,0,0,5,0,75,410,78,667,175,0,0,0
2019,20190101190755,14,1,1,1,20190127,1994509.936820000,40,1,100,1,1,41,1,99,1,999.99,1,2,145,0,0,0,0,240,0,510,0,305,150,0
2019,20190101190757,15,0,1,1,20190131,21721841.13709600,53,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,50,145,0,565,8,0,637,0
2019,20190101190760,10,0,1,1,20190129,10432997.71808000,77,2,100,1,1,30,5,1,99,999.99,1,1,0,30,53,0,207,238,47,622,211,0,0,0
2019,20190101190778,14,1,1,1,20190127,2438151.526197000,40,1,100,4,1,32,1,99,1,21.5,3,99,40,0,0,0,520,60,0,625,80,0,0,0
2019,20190101190790,15,0,1,1,20190130,20913244.13210900,52,1,100,1,1,40,1,99,1,32.0,1,2,0,0,120,0,210,175,0,585,295,0,5,0
2019,20190101190802,16,1,1,1,20190131,13517841.48170800,52,1,100,1,1,21,1,99,1,36.0,1,2,95,0,0,0,60,90,0,430,0,0,660,0
2019,20190101190817,15,1,1,1,20190127,3669781.997381000,37,2,100,1,1,40,1,99,2,999.99,1,1,160,0,0,0,240,350,0,485,25,0,0,0
2019,20190101190827,11,0,1,1,20190129,17576712.26467000,74,1,100,1,1,13,5,1,99,999.99,1,2,0,0,0,0,45,620,0,670,0,0,0,0
2019,20190101190838,16,1,1,1,20190127,5343299.134406000,18,1,100,6,1,16,5,99,99,10.0,3,99,0,0,20,170,120,335,55,670,0,0,0,0
2019,20190101190855,11,0,1,1,20190128,5712924.781399000,76,1,100,4,1,30,5,1,99,999.99,3,99,0,92,9,0,66,731,0,542,0,0,0,0
2019,20190101190877,15,0,1,1,20190130,18659623.16165300,67,2,100,1,1,30,5,1,99,999.99,1,1,0,0,10,0,180,260,0,960,0,0,0,0
2019,20190101190912,15,0,1,1,20190130,11287941.41843800,68,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,0,165,0,600,0,0,525,0
2019,20190101190950,4,0,1,1,20190130,32322075.14845700,18,1,131,6,1,16,5,99,99,999.99,3,99,0,0,0,525,1,331,0,498,0,0,0,0
2019,20190101190955,13,0,1,1,20190127,3919019.789642000,68,2,110,4,1,40,5,1,99,999.99,3,99,0,0,244,0,541,95,0,490,30,0,0,0
2019,20190101190969,15,0,1,1,20190128,5716189.319487000,80,2,131,4,1,43,5,1,99,999.99,3,99,0,0,0,0,95,180,0,480,0,650,0,0
2019,20190101190971,13,0,1,1,20190127,6056709.341348000,65,1,100,1,1,21,1,99,1,26.0,1,2,0,0,0,0,245,120,0,870,95,0,0,0
2019,20190101190992,16,0,1,1,20190127,6017664.404948000,64,1,100,1,1,42,1,99,2,999.99,1,2,0,0,0,0,150,675,0,465,0,0,0,0
2019,20190101190993,14,1,1,1,20190131,6495347.044140000,74,2,100,3,1,40,5,1,99,999.99,3,99,0,0,0,0,0,360,0,990,0,0,0,0
2019,20190101190996,16,0,1,1,20190127,15333799.96276100,19,1,100,6,1,21,1,99,2,13.5,3,99,0,0,0,100,10,200,0,600,0,0,500,0
2019,20190101191026,14,0,1,1,20190131,5258046.715023000,68,2,100,6,1,41,5,1,99,999.99,3,99,0,265,0,0,105,540,25,450,0,0,0,0
2019,20190101191042,9,1,1,1,20190130,3163450.808186000,47,2,110,4,1,32,1,99,2,12.0,3,99,138,0,0,0,60,200,0,440,162,60,340,0
2019,20190101191054,4,0,1,1,20190127,2427399.105900000,59,2,100,4,1,30,5,1,99,999.99,3,99,0,120,0,0,85,605,0,600,0,0,0,0
2019,20190101191111,15,1,1,1,20190128,9377271.725166000,33,1,100,1,1,43,1,99,1,60.0,1,2,60,0,5,0,40,140,0,510,30,0,540,0
2019,20190101191192,16,0,1,1,20190130,7824892.786223000,42,1,100,5,1,41,1,99,1,999.99,3,99,0,0,0,0,10,100,70,530,20,0,391,0
2019,20190101191219,16,0,1,1,20190127,4120859.679651000,58,1,100,4,1,31,5,1,99,999.99,3,99,0,0,0,0,270,510,0,600,0,0,0,0
2019,20190101191238,3,1,1,1,20190127,7969496.238703000,40,2,110,1,1,21,5,99,99,999.99,3,99,170,0,5,260,305,0,0,595,20,25,0,0
2019,20190101191258,13,1,1,1,20190131,8206446.163228000,57,2,110,4,1,21,1,99,1,999.99,3,99,0,0,0,0,30,260,0,610,0,0,510,0
2019,20190101191270,15,0,1,1,20190127,5170967.016152000,46,1,100,4,1,21,1,99,1,999.99,3,99,0,0,0,0,30,135,0,540,0,0,700,0
2019,20190101191288,7,0,1,1,20190127,2953556.988879000,72,2,100,3,1,21,5,1,99,999.99,3,99,0,0,0,0,15,767,0,570,28,60,0,0
2019,20190101191314,14,1,1,1,20190129,11228558.39094700,28,2,100,6,1,30,1,99,1,16.92,3,99,0,0,60,0,25,30,0,545,0,0,330,0
2019,20190101191325,15,0,1,1,20190127,5821569.754121000,62,2,100,1,1,41,5,1,99,999.99,1,1,30,0,0,0,45,609,0,570,81,0,0,0
2019,20190101191327,16,0,1,1,20190127,4530218.744019000,80,1,100,4,1,42,5,1,99,999.99,2,2,0,0,0,0,90,480,50,600,0,0,0,0
2019,20190101191331,12,1,1,1,20190127,2233401.281766000,44,2,100,1,1,41,5,99,99,999.99,1,1,260,0,0,0,200,55,65,525,50,195,0,0
2019,20190101191418,16,0,1,1,20190127,6062815.326588000,66,2,100,1,1,40,5,1,99,999.99,1,1,0,0,105,0,105,760,0,560,0,0,0,0
2019,20190101191420,14,0,1,1,20190129,4981077.728669000,61,2,110,2,1,40,1,99,1,999.99,3,99,0,0,0,0,30,270,0,750,60,60,240,0
2019,20190101191442,16,1,1,1,20190130,15122330.71554300,41,2,131,1,1,40,1,99,1,45.0,1,1,8,0,0,0,0,270,0,570,0,0,522,0
2019,20190101191477,9,0,1,1,20190130,10717298.06679300,54,2,110,4,1,21,1,99,1,12.0,3,99,0,0,0,0,0,75,0,505,0,0,789,0
2019,20190101191547,15,0,1,1,20190129,15731655.41425600,72,1,100,1,1,41,5,1,99,999.99,1,2,0,0,0,0,295,180,0,570,0,255,0,0
2019,20190101191593,9,0,1,1,20190130,10378203.63800400,80,1,100,3,1,17,5,1,99,999.99,3,99,0,0,3,0,33,300,0,585,387,0,0,0
2019,20190101191632,9,1,1,1,20190128,14720128.95103100,26,2,100,6,1,31,5,99,99,999.99,3,99,170,0,0,320,245,0,0,635,0,0,0,0
2019,20190101191681,13,0,1,1,20190131,14967369.51502800,73,2,100,1,1,21,5,1,99,999.99,1,1,0,0,0,0,225,590,0,395,0,170,0,0
2019,20190101191701,1,1,1,1,20190127,4797444.120968000,29,2,100,6,1,21,1,99,1,13.5,3,99,120,0,0,0,235,210,0,780,0,0,0,0
2019,20190101191748,9,1,1,1,20190129,7832046.258207000,42,2,100,5,1,30,5,99,99,999.99,3,99,25,100,0,0,40,550,0,600,50,0,0,0
2019,20190101191756,12,1,1,1,20190127,4637964.781129000,47,2,110,5,1,17,1,99,2,10.5,3,99,0,0,0,0,110,55,104,691,50,0,385,0
2019,20190101191789,6,1,1,1,20190127,1972991.836688000,39,1,100,6,1,21,5,99,99,999.99,3,99,61,0,0,0,77,450,0,690,132,0,0,0
2019,20190101191807,8,1,1,1,20190127,4314338.145322000,34,1,100,1,1,20,1,99,1,15.0,1,2,0,0,0,0,480,300,0,640,0,0,0,0
2019,20190101191828,9,0,1,1,20190127,7979070.485597000,73,1,100,1,1,21,1,99,1,999.99,1,2,0,0,0,0,20,468,0,412,0,0,530,0
2019,20190101191850,11,0,1,1,20190127,1964457.630135000,65,2,100,4,1,31,1,99,1,21.35,3,99,0,0,120,0,155,230,0,645,120,150,0,0
2019,20190101191863,6,1,1,1,20190127,2036928.459427000,37,2,100,4,1,30,4,99,99,999.99,3,99,190,0,0,0,445,20,0,681,94,0,0,0
2019,20190101191878,6,0,1,1,20190129,26647458.74584700,50,2,100,5,1,13,5,99,99,999.99,3,99,0,0,0,0,165,570,0,600,0,0,0,0
2019,20190101191892,15,1,1,1,20190130,8398701.978031000,44,2,100,1,1,40,5,99,99,999.99,1,1,383,0,150,0,275,122,0,444,0,36,0,0
2019,20190101191903,13,0,1,1,20190130,19689263.47933100,85,2,100,4,1,21,5,99,99,999.99,3,99,0,0,180,0,410,409,10,566,0,0,0,0
2019,20190101191934,13,1,1,1,20190128,14405258.21670500,36,2,100,1,1,40,1,99,1,13.25,1,1,15,0,0,0,519,95,0,773,5,0,3,0
2019,20190101191955,8,0,1,1,20190129,10759875.94669300,77,1,110,1,1,15,5,1,99,999.99,1,2,0,0,0,0,420,150,0,850,0,0,0,0
2019,20190101192000,13,0,1,1,20190128,16700347.75718200,78,1,100,1,1,42,5,1,99,999.99,1,2,65,0,0,0,0,360,0,570,235,0,0,0
2019,20190101192011,14,0,1,1,20190128,25290666.09886500,57,1,100,1,1,21,5,99,99,999.99,1,2,0,0,0,0,210,240,0,660,240,0,0,0
2019,20190101192038,15,1,1,1,20190131,14510232.55163800,49,2,100,1,1,21,5,99,99,999.99,1,1,9,60,20,0,327,257,162,565,0,10,0,0
2019,20190101192084,7,0,1,1,20190127,1991827.856797000,73,2,100,4,1,41,5,1,99,999.99,3,99,0,0,0,0,405,300,0,540,0,115,0,0
2019,20190101192090,4,0,1,1,20190127,1689099.110210000,80,2,100,3,1,21,5,1,99,999.99,3,99,0,0,20,0,65,690,0,625,0,0,0,0
2019,20190101192120,8,1,1,1,20190128,13734504.62095300,32,2,110,1,1,32,1,99,1,19.4,1,1,56,0,15,0,70,180,0,604,4,0,456,0
2019,20190101192121,4,1,1,1,20190131,6604077.224229000,29,1,120,4,1,14,1,99,1,999.99,3,99,145,0,0,0,30,217,0,512,6,0,485,0
2019,20190101192137,9,1,1,1,20190131,12208323.22574300,28,2,100,4,1,40,1,99,1,20.0,3,99,35,0,0,0,93,210,0,538,0,0,524,0
2019,20190101192143,10,0,1,1,20190128,7563263.530960000,78,2,100,4,1,21,5,99,99,11.11,3,99,0,0,5,0,760,0,0,615,0,0,0,0
2019,20190101192161,11,0,1,1,20190128,6740728.646608000,66,2,100,1,1,32,5,1,99,999.99,1,1,0,100,20,0,365,185,90,655,0,0,0,0
2019,20190101192173,16,0,1,1,20190130,7811031.179203000,61,2,100,6,1,42,1,99,1,999.99,3,99,0,0,0,0,110,225,0,540,0,0,530,0
2019,20190101192195,14,0,1,1,20190128,50453120.76640600,26,2,100,6,1,40,1,99,2,9.0,3,99,0,0,0,435,60,330,0,575,0,0,0,0
2019,20190101192202,6,0,1,1,20190130,30357689.08240800,45,2,100,1,1,30,2,99,1,999.99,1,1,0,0,0,0,30,530,60,780,30,0,0,0
2019,20190101192282,9,0,1,1,20190128,7210691.325657000,75,2,110,1,1,17,5,1,99,999.99,1,1,0,40,0,0,10,700,0,620,0,0,0,0
2019,20190101192316,7,0,1,1,20190128,5902565.692042000,60,1,100,6,1,16,1,99,1,15.0,3,99,0,0,0,0,100,265,0,420,0,0,605,0
2019,20190101192325,10,0,1,1,20190131,13536278.99019000,39,2,100,6,1,40,1,99,1,19.24,3,99,0,0,10,0,145,60,0,575,0,0,615,0
2019,20190101192407,15,0,1,1,20190127,7565753.670797000,59,1,100,1,1,32,5,1,99,999.99,1,2,0,0,0,0,370,300,170,600,0,0,0,0
2019,20190101192424,9,0,1,1,20190128,16060070.70581600,65,1,120,4,1,21,5,1,99,999.99,2,2,0,90,0,0,90,570,45,570,60,0,0,0
2019,20190101192460,16,1,1,1,20190129,7523790.635488000,41,1,100,1,1,40,1,99,1,999.99,1,2,139,0,0,0,34,180,0,555,16,0,456,0
2019,20190101192482,14,1,1,1,20190128,8428150.682897000,32,1,100,1,1,30,1,99,1,999.99,1,2,30,0,0,0,10,85,0,530,0,0,765,0
2019,20190101192485,13,1,1,1,20190130,9628544.417478000,55,2,100,1,1,32,1,99,1,14.15,1,1,90,0,30,0,125,615,10,420,0,45,60,0
2019,20190101192504,10,1,1,1,20190130,4289802.322858000,68,2,100,1,1,40,1,99,1,999.99,1,1,0,0,0,0,115,390,0,750,105,0,0,0
2019,20190110180684,4,1,1,1,20190102,36076675.43002500,37,2,100,5,1,12,5,99,99,9.0,3,99,0,0,0,0,360,300,0,660,0,0,0,0
2019,20190110181835,14,0,1,1,20190101,19276654.42789900,41,1,100,6,1,21,1,99,1,999.99,3,99,0,0,0,0,15,300,120,385,80,0,525,0
2019,20190111180022,5,1,1,1,20190120,2305131.067106000,30,2,100,6,1,21,1,99,1,10.03,3,99,15,23,0,0,33,613,0,450,256,0,0,0
2019,20190111180065,11,0,1,1,20190113,3320074.054978000,48,1,110,6,1,41,1,99,1,999.99,3,99,0,20,35,0,125,285,0,759,226,0,0,0
2019,20190111180069,6,1,1,1,20190105,5519244.880191000,63,2,110,5,1,14,1,99,2,999.99,3,99,560,0,0,0,45,85,0,720,0,0,0,0
2019,20190111180093,5,0,1,1,20190107,12243799.52493400,39,2,110,6,1,15,5,99,99,999.99,3,99,0,0,0,0,0,375,0,862,7,0,0,0
2019,20190111180126,12,1,1,1,20190123,16754424.53034100,39,2,110,1,1,40,4,99,99,999.99,1,1,51,20,210,0,215,350,0,517,47,0,0,0
2019,20190111180132,16,1,1,1,20190106,3724694.717223000,36,1,200,1,1,30,1,99,1,51.51,1,2,0,0,75,0,45,180,0,455,0,0,720,0
2019,20190111180151,16,1,1,1,20190106,2490491.791622000,32,1,100,1,1,40,1,99,1,999.99,1,2,125,0,0,0,120,360,0,640,120,0,15,0
2019,20190111180540,16,0,1,1,20190114,17458118.89141600,57,2,100,1,1,41,1,99,1,40.0,1,1,0,0,0,0,0,30,0,570,90,0,690,0
2019,20190111180550,11,0,1,1,20190121,13987745.15519700,67,2,100,1,1,40,5,1,99,999.99,1,1,0,0,30,0,285,490,0,620,0,0,0,0
2019,20190111180554,4,1,1,1,20190114,33882780.41984700,16,2,201,6,1,14,5,99,99,999.99,3,99,35,0,30,405,85,0,60,660,0,0,0,0
2019,20190111180555,13,1,1,1,20190101,6772968.732517000,60,2,110,3,1,40,1,99,1,999.99,3,99,0,0,0,0,455,450,0,490,0,0,0,0
2019,20190111180558,14,0,1,1,20190103,24820073.56436900,54,1,100,1,1,21,1,99,1,30.0,1,2,0,0,0,0,35,120,0,585,0,0,690,0
2019,20190111180567,3,0,1,1,20190106,10766714.93788800,55,1,110,1,1,30,5,99,99,999.99,1,2,0,0,0,0,20,610,0,780,0,0,0,0
2019,20190111180579,16,1,1,1,20190115,9341055.233106000,44,2,110,1,1,41,1,99,1,999.99,1,1,70,0,0,0,80,0,0,620,0,0,655,0
2019,20190111180586,7,0,1,1,20190128,2662333.038894000,67,2,110,4,1,30,5,99,99,999.99,3,99,0,0,90,0,2,1242,0,66,0,20,0,0
2019,20190111180613,15,1,1,1,20190119,3584770.912686000,46,1,100,1,1,40,1,99,1,999.99,1,2,45,0,0,0,285,410,165,450,25,0,0,0
2019,20190111180624,13,0,1,1,20190109,14201083.28869700,28,2,131,2,1,42,1,99,1,999.99,3,99,0,0,0,0,0,35,0,545,0,0,785,0
2019,20190111180626,7,0,1,1,20190120,921697.6656060000,52,2,100,4,1,40,1,99,2,999.99,3,99,0,0,0,0,240,332,0,638,25,195,0,0
2019,20190111180629,5,1,1,1,20190106,6041041.511767000,37,2,100,1,1,30,1,99,1,999.99,1,1,80,0,0,0,365,230,90,510,115,0,0,0
2019,20190111180643,14,0,1,1,20190124,54091866.58654600,25,2,100,6,1,40,1,99,1,19.3,1,1,0,0,15,240,15,145,0,540,0,0,470,0
2019,20190111180646,14,1,1,1,20190101,13597122.26570500,17,2,100,6,1,15,1,99,1,999.99,3,99,0,0,0,170,385,30,0,625,0,0,110,0
2019,20190111180650,16,0,1,1,20190120,4364567.732601000,43,2,100,1,1,41,2,99,1,999.99,1,1,0,0,0,0,90,80,60,630,450,0,0,0
2019,20190111180658,15,0,1,1,20190113,3658059.647089000,46,2,100,2,1,30,1,99,1,999.99,3,99,0,0,0,0,135,600,0,675,0,0,0,0
2019,20190111180724,13,1,1,1,20190105,8247696.231435000,25,2,100,1,1,40,2,99,1,16.0,1,1,190,0,0,0,120,440,0,600,0,0,0,0
2019,20190111180731,11,0,1,1,20190107,8162287.707324000,47,1,100,2,1,30,1,99,1,24.5,3,99,0,0,0,0,20,0,0,625,0,0,750,0
2019,20190111180774,3,0,1,1,20190119,3149361.329408000,44,2,100,1,1,12,5,99,99,999.99,1,1,0,0,0,0,332,264,0,824,0,0,0,0
2019,20190111180809,1,1,1,1,20190113,2790548.523561000,51,1,100,4,1,42,1,99,1,999.99,3,99,0,0,90,0,185,269,0,680,96,145,30,0
2019,20190111180814,15,0,1,1,20190103,71609606.46928700,24,1,131,6,1,40,1,99,1,15.0,3,99,0,0,0,0,5,180,0,510,0,0,710,0
2019,20190111180816,12,0,1,1,20190108,9574321.523004000,44,1,110,5,1,31,1,99,1,999.99,3,99,0,0,0,0,0,0,45,855,0,0,540,0
2019,20190111180829,12,0,1,1,20190119,2101877.209884000,68,2,100,1,1,41,5,1,99,999.99,1,1,0,0,0,0,240,570,0,630,0,0,0,0
2019,20190111180834,14,0,1,1,20190106,5369679.985065000,20,1,100,6,1,30,1,99,1,20.0,3,99,0,0,0,0,110,832,0,430,38,0,0,0
2019,20190111180874,15,0,1,1,20190113,4169975.269865000,44,2,100,1,1,41,1,99,1,30.0,1,1,0,0,0,0,135,380,0,810,0,115,0,0
2019,20190111180892,7,1,1,1,20190106,2819354.539622000,26,1,100,6,1,32,1,99,2,14.5,3,99,150,0,0,0,290,235,0,645,90,0,0,0
2019,20190111180895,15,1,1,1,20190109,3397617.550246000,40,1,100,2,1,32,1,99,2,999.99,3,99,310,0,30,0,230,0,180,600,0,0,0,0
2019,20190111180913,8,0,1,1,20190105,3157892.203093000,74,2,100,3,1,21,5,1,99,999.99,3,99,0,0,75,0,165,320,0,565,0,230,0,0
2019,20190111180918,6,0,1,1,20190106,3098657.485733000,61,2,100,4,1,21,5,1,99,999.99,3,99,0,0,0,0,645,120,0,660,0,0,0,0
2019,20190111180960,9,0,1,1,20190124,16485248.77101600,80,2,100,1,1,30,1,99,2,12.65,1,1,0,0,0,0,350,265,0,580,105,0,0,0
2019,20190111181010,7,0,1,1,20190127,7276582.889773000,54,2,100,1,1,13,5,99,99,999.99,1,1,0,0,35,0,85,180,30,660,315,0,0,0
2019,20190111181041,11,0,1,1,20190106,1436205.008125000,39,2,100,6,1,40,1,99,1,23.0,3,99,0,0,30,0,50,145,0,610,67,0,486,0
2019,20190111181048,15,1,1,1,20190114,10482256.58799200,58,1,100,1,1,40,4,99,99,999.99,1,2,195,0,0,0,395,190,0,565,50,0,0,0
2019,20190111181056,12,1,1,1,20190106,4382070.300891000,38,2,100,1,1,21,2,99,2,999.99,1,1,30,0,60,0,210,165,40,530,55,200,0,0
2019,20190111181070,4,0,1,1,20190106,9295424.683451000,75,2,110,1,1,15,5,1,99,999.99,1,1,0,0,0,0,120,205,0,605,0,495,0,0
2019,20190111181072,14,1,1,1,20190114,45279495.21709900,38,1,100,1,1,21,1,99,1,38.0,1,2,0,0,0,0,20,150,15,570,0,0,595,0
2019,20190111181088,9,0,1,1,20190120,2302104.768236000,66,1,100,4,1,40,2,1,1,999.99,3,99,0,0,0,0,120,590,60,600,70,0,0,0
2019,20190111181093,14,1,1,1,20190130,11148769.14255300,28,1,100,1,1,21,1,99,1,22.0,1,2,210,0,0,0,0,270,0,390,70,0,480,0
2019,20190111181097,16,1,1,1,20190115,7115775.594715000,41,1,100,4,1,30,1,99,1,999.99,2,2,0,0,0,0,60,0,0,560,30,0,640,0
2019,20190111181099,12,1,1,1,20190113,4085654.324347000,41,2,100,1,1,41,1,99,1,999.99,1,1,0,0,0,0,45,185,0,425,0,0,690,0
2019,20190111181108,11,0,1,1,20190106,6254367.719795000,69,2,100,1,1,40,5,1,99,999.99,1,1,0,0,0,0,510,270,0,600,0,0,0,0
2019,20190111181119,6,0,1,1,20190115,5405404.818777000,68,2,100,4,1,32,5,1,99,999.99,3,99,0,0,60,0,75,350,0,675,270,0,0,0
2019,20190111181139,15,1,1,1,20190105,4846070.207037000,32,2,100,1,1,40,1,99,1,32.84,1,1,60,0,0,105,215,230,60,665,0,0,0,0
2019,20190111181153,12,0,1,1,20190126,6140681.260731000,52,2,110,1,1,32,1,99,1,16.02,1,1,0,0,0,0,0,405,0,720,0,0,180,0
2019,20190111181154,11,1,1,1,20190105,4191765.216924000,27,2,100,1,1,21,1,99,2,999.99,1,1,60,0,10,0,170,140,0,835,90,0,135,0
2019,20190111181155,14,1,1,1,20190101,36543277.53089600,17,2,100,6,1,16,1,99,1,10.0,3,99,0,0,0,0,139,291,33,695,0,0,262,0
2019,20190111181159,12,0,1,1,20190106,8520535.812476000,24,2,100,6,1,40,1,99,1,18.0,3,99,0,0,0,0,70,545,0,585,0,0,0,0
2019,20190111181160,7,1,1,1,20190106,3695595.735135000,56,2,100,1,1,12,5,99,99,999.99,1,1,80,0,0,0,90,565,0,685,0,0,0,0
2019,20190111181171,14,1,1,1,20190102,5650870.072902000,50,2,100,1,1,32,1,99,2,13.0,1,1,90,0,0,0,150,165,10,495,230,0,255,0
2019,20190111181184,11,1,1,1,20190113,15064694.93131700,16,1,100,6,1,14,5,99,99,999.99,3,99,0,0,0,0,0,570,0,820,0,0,0,0
2019,20190111181188,10,0,1,1,20190112,5273092.509491000,70,2,110,1,1,21,5,1,99,999.99,1,1,0,0,0,0,0,580,0,390,0,465,0,0
2019,20190111181201,10,0,1,1,20190105,6672229.618373000,43,1,100,1,1,12,1,99,1,18.0,1,2,0,0,0,0,0,360,0,450,12,0,588,0
2019,20190111181206,16,1,1,1,20190114,5965154.898151000,40,2,100,1,1,41,1,99,2,65.0,1,1,137,0,0,0,110,133,10,520,26,0,454,0
2019,20190111181208,16,1,1,1,20190111,7894098.881020000,52,2,100,1,1,43,1,99,1,999.99,1,1,241,0,0,0,55,120,0,355,0,0,629,0
2019,20190111181214,11,1,1,1,20190127,5158182.461114000,35,1,100,1,1,21,1,99,1,15.5,1,2,196,0,0,0,256,194,0,734,0,0,0,0
2019,20190111181257,5,1,1,1,20190106,3230977.556987000,30,2,110,5,1,30,2,99,2,9.0,3,99,174,5,10,45,255,272,0,495,114,30,0,0
2019,20190111181260,16,1,1,1,20190101,38016019.48695500,17,2,100,6,1,16,5,99,99,999.99,3,99,0,0,0,259,0,245,0,710,46,0,0,0
2019,20190111181263,14,0,1,1,20190120,9117903.153628000,18,2,100,6,1,16,5,99,99,999.99,3,99,0,0,0,0,0,515,0,750,0,130,0,0
2019,20190111181264,13,1,1,1,20190127,2674660.679843000,39,1,100,1,1,30,1,99,1,999.99,1,2,125,0,0,0,180,375,90,475,85,0,30,0
2019,20190111181289,15,1,1,1,20190103,6244934.826450000,35,1,100,1,1,30,1,99,1,2.13,1,2,11,0,0,0,5,220,0,604,0,0,580,0
2019,20190111181290,13,0,1,1,20190101,6917503.210422000,36,2,110,2,1,30,1,99,2,16.16,3,99,0,0,0,0,0,180,130,410,140,0,510,0
2019,20190111181312,16,1,1,1,20190113,8638325.973539000,15,1,100,6,1,13,5,99,99,999.99,3,99,0,0,0,180,35,555,0,660,0,0,0,0
2019,20190111181315,8,1,1,1,20190101,10955242.49743400,29,2,100,6,1,21,5,99,99,14.0,3,99,150,0,0,0,150,290,0,820,0,0,0,0
2019,20190111181331,15,1,1,1,20190125,20939698.88397400,25,1,100,6,1,17,1,99,1,12.4,3,99,0,0,0,0,60,70,0,600,0,0,650,0
2019,20190111181347,9,0,1,1,20190106,3543425.755325000,35,1,100,6,1,41,5,99,99,999.99,3,99,0,0,0,0,0,340,210,605,40,0,0,0
2019,20190111181359,4,1,1,1,20190126,2293095.184528000,35,2,100,6,1,14,5,99,99,999.99,3,99,140,110,0,0,100,120,0,635,110,90,0,0
2019,20190111181392,13,1,1,1,20190101,47821465.56052400,57,1,100,1,1,40,1,99,1,25.0,1,2,0,0,0,0,20,705,0,480,35,60,0,0
2019,20190111181404,11,0,1,1,20190116,5593367.047890000,71,1,100,4,1,30,5,1,99,999.99,3,99,0,0,20,0,150,600,0,640,0,0,0,0
2019,20190111181418,13,0,1,1,20190111,9262159.746627000,26,1,100,6,1,40,1,99,1,999.99,3,99,0,0,0,0,0,170,0,460,0,0,750,0
2019,20190111181436,13,0,1,1,20190102,27295353.52244600,55,1,100,1,1,14,1,99,1,28.35,1,2,0,0,0,0,5,385,0,435,10,0,535,0
2019,20190111181438,9,1,1,1,20190126,2363588.668678000,44,1,100,1,1,40,1,99,1,999.99,1,2,265,0,0,0,130,187,0,630,113,0,0,0
2019,20190111181439,15,1,1,1,20190113,3750384.636414000,32,2,100,1,1,40,1,99,1,999.99,1,1,45,0,0,0,660,475,0,225,0,0,0,0
2019,20190111181440,14,0,1,1,20190106,37902669.68321100,25,1,100,6,1,13,1,99,1,15.0,3,99,0,0,0,0,110,645,0,315,0,240,0,0
2019,20190111181441,8,0,1,1,20190106,1860826.092792000,67,1,100,6,1,40,1,99,1,999.99,3,99,0,0,30,0,30,330,0,505,0,0,440,0
2019,20190111181460,12,1,1,1,20190107,18640003.70837800,16,1,100,6,1,15,5,99,99,999.99,3,99,0,0,0,567,20,260,18,510,0,0,0,0
2019,20190111181490,14,1,1,1,20190109,15035751.98480100,43,2,100,1,1,21,1,99,2,16.87,1,1,253,0,0,0,100,128,83,450,0,0,396,0
