"YEAR","CASEID","FAMINCOME","HH_CHILD","PERNUM","LINENO","DATE","WT06","AGE","SEX","RACE","MARST","POPSTAT","EDUC","EMPSTAT","RETIRED","FULLPART","HOURWAGE_CPS8","SPOUSEPRES","SPSEX","BLS_CAREHH","BLS_CARENHH","BLS_COMM","BLS_EDUC","BLS_HHACT","BLS_LEIS","BLS_OTHER","BLS_PCARE","BLS_PURCH","BLS_SOCIAL","BLS_WORK","BLS_WORK_SEARCH"
2019,20190706192446,1,0,1,1,20190713,3372250.343840000,62,2,110,4,1,21,1,99,2,8.75,3,99,0,0,0,0,80,210,0,710,0,0,350,0
2019,20190706192449,16,1,1,1,20190728,3264570.044764000,36,1,100,1,1,41,1,99,2,999.99,1,2,310,0,0,0,138,232,0,375,0,0,325,0
2019,20190706192455,13,1,1,1,20190718,17440722.86987300,43,1,100,1,1,21,1,99,1,17.0,1,2,0,0,0,0,80,150,0,360,0,0,750,0
2019,20190706192459,5,0,1,1,20190708,5252825.937639000,75,2,110,3,1,13,5,1,99,999.99,3,99,0,0,60,0,60,715,0,600,0,0,0,0
2019,20190706192461,4,0,1,1,20190725,6998246.910268000,71,2,100,4,1,13,5,99,99,999.99,3,99,0,0,35,0,110,270,0,815,120,0,0,0
2019,20190706192463,11,0,1,1,20190711,10767460.63659900,25,1,110,6,1,30,1,99,1,12.0,3,99,0,0,0,0,20,329,0,425,11,0,615,0
2019,20190706192469,5,0,1,1,20190710,15204571.96889600,59,1,201,4,1,30,5,99,99,999.99,3,99,0,0,0,0,880,150,0,390,15,0,0,0
2019,20190706192473,16,1,1,1,20190720,3267835.453177000,37,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,40,710,0,660,0,0,0,0
2019,20190706192483,10,0,1,1,20190729,12096025.74884100,67,2,100,1,1,41,5,99,99,999.99,1,1,0,0,10,0,250,420,0,550,165,0,0,0
2019,20190706192487,11,0,1,1,20190724,10311600.36583900,47,2,100,1,1,32,2,99,2,999.99,3,99,0,0,0,0,335,85,0,420,540,0,0,0
2019,20190706192490,6,0,1,1,20190724,20626964.35324800,48,1,100,6,1,16,1,99,1,12.0,2,2,0,0,0,0,2,168,60,655,0,0,465,0
2019,20190706192497,16,1,1,1,20190715,8292202.995906000,46,2,100,1,1,41,2,99,1,999.99,1,1,0,0,0,0,196,680,0,445,44,0,0,0
2019,20190706192498,9,0,1,1,20190714,14916281.34667400,29,1,100,6,1,40,1,99,2,34.6,2,2,0,0,0,0,45,665,0,515,0,0,200,0
2019,20190706192501,1,1,1,1,20190707,2747258.213012000,46,2,110,1,1,11,5,99,99,999.99,1,1,0,0,0,0,480,300,0,540,0,0,0,0
2019,20190706192503,15,0,1,1,20190716,28729558.00316200,18,2,100,6,1,16,4,99,99,999.99,3,99,0,0,0,0,10,438,0,690,222,0,0,0
2019,20190706192504,15,1,1,1,20190710,19356591.59835600,46,2,100,1,1,40,2,99,1,999.99,1,1,0,0,0,0,90,40,0,230,985,0,0,0
2019,20190706192506,15,0,1,1,20190713,2903522.663147000,62,2,100,4,1,41,1,99,1,999.99,3,99,0,0,85,0,400,0,0,540,0,0,275,0
2019,20190706192516,15,1,1,1,20190717,37832793.41177800,16,2,100,6,1,15,5,99,99,999.99,3,99,0,0,0,0,0,654,30,709,0,0,0,0
2019,20190706192521,13,0,1,1,20190707,5708875.807519000,67,2,100,1,1,31,5,1,99,999.99,1,1,0,0,25,0,125,615,0,535,40,10,0,0
2019,20190706192525,11,0,1,1,20190704,22442222.01808100,26,1,100,6,1,41,1,99,1,36.0,1,2,0,0,0,0,15,510,0,540,60,0,180,0
2019,20190706192528,7,1,1,1,20190713,2958945.652716000,34,1,100,1,1,40,2,99,1,999.99,1,2,60,0,0,0,420,270,0,480,90,0,0,0
2019,20190706192532,16,1,1,1,20190707,5286990.977635000,39,2,100,1,1,40,5,99,99,999.99,1,1,105,0,0,120,175,325,0,555,100,0,0,0
2019,20190707190005,11,0,1,1,20190729,10364130.19435300,76,2,100,3,1,30,1,99,1,15.0,3,99,0,0,0,0,60,45,0,450,0,0,855,0
2019,20190707190033,13,0,1,1,20190721,11809891.44741000,22,1,100,1,1,21,1,99,1,16.5,1,2,0,0,0,0,30,255,0,425,0,0,640,0
2019,20190707190066,1,0,1,1,20190728,4499271.706551000,54,1,100,6,1,13,5,99,99,999.99,3,99,0,0,0,0,36,639,0,667,85,0,5,0
2019,20190707190079,11,1,1,1,20190728,4422388.873351000,29,1,100,6,1,30,1,99,1,22.6,2,2,50,254,0,0,240,241,0,535,90,0,0,0
2019,20190707190093,9,0,1,1,20190723,10013565.50049400,57,2,100,3,1,30,5,99,99,999.99,3,99,0,0,0,0,360,420,0,600,0,0,0,0
2019,20190707190094,7,1,1,1,20190726,11963244.91334000,38,2,100,4,1,30,4,99,99,999.99,3,99,45,0,0,0,112,438,0,360,215,0,0,0
2019,20190707190504,13,0,1,1,20190727,5217958.068417000,80,1,100,1,1,30,1,99,1,999.99,1,2,0,0,0,0,600,225,0,570,0,0,0,0
2019,20190707190505,8,1,1,1,20190730,35685321.04748300,16,1,100,6,1,15,5,99,99,999.99,3,99,0,0,0,0,46,540,0,834,0,0,0,0
2019,20190707190520,6,0,1,1,20190726,6032980.071161000,79,2,100,4,1,40,5,99,99,13.5,3,99,0,1,10,0,387,337,23,360,177,0,0,0
2019,20190707190540,8,0,1,1,20190730,4928998.887048000,44,1,100,4,1,31,1,99,1,11.53,3,99,0,0,0,0,0,240,0,565,0,0,585,0
2019,20190707190549,15,1,1,1,20190726,9527250.610694000,38,2,100,1,1,40,1,99,1,999.99,1,1,218,0,10,0,45,60,65,480,0,0,467,0
2019,20190707190550,13,0,1,1,20190729,16046559.12945400,66,2,100,1,1,40,5,1,99,999.99,1,1,0,0,45,0,170,180,0,625,0,390,0,0
2019,20190707190553,11,1,1,1,20190721,4084843.130657000,20,2,100,2,1,30,2,99,2,2.15,1,1,64,0,0,0,247,474,0,585,40,0,0,0
2019,20190707190556,16,0,1,1,20190725,14875262.56613600,66,2,100,1,1,32,5,1,99,999.99,1,1,0,0,0,0,15,645,0,540,0,0,0,0
2019,20190707190560,1,0,1,1,20190727,3188862.403218000,60,2,202,2,1,32,5,1,99,999.99,3,99,0,0,0,0,0,1050,0,300,0,0,0,0
2019,20190707190581,13,1,1,1,20190728,5931898.380027000,51,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,0,0,0,350,0,0,975,0
2019,20190707190617,11,0,1,1,20190727,4906576.116234000,60,2,100,4,1,21,1,99,1,999.99,3,99,0,0,0,0,0,420,0,630,0,150,0,0
2019,20190707190621,16,1,1,1,20190730,10534839.28929000,57,2,100,1,1,30,1,99,1,15.2,1,1,0,0,0,0,240,475,0,580,100,0,0,0
2019,20190707190658,16,0,1,1,20190729,10073096.58245400,80,1,100,1,1,42,5,1,99,999.99,1,2,0,0,0,0,0,470,120,645,115,0,0,0
2019,20190707190665,15,0,1,1,20190723,10479879.03696200,65,1,100,1,1,30,1,99,1,999.99,1,2,0,55,0,0,0,255,15,600,0,0,410,0
2019,20190707190712,13,0,1,1,20190725,7267193.531548000,77,2,100,3,1,41,5,1,99,999.99,3,99,0,0,0,0,200,505,0,615,0,120,0,0
2019,20190707190738,7,0,1,1,20190728,7268012.183064000,60,1,100,4,1,21,5,99,99,999.99,2,2,0,0,0,0,295,525,0,600,0,0,0,0
2019,20190707190747,14,1,1,1,20190728,1755669.394534000,43,2,131,1,1,40,5,99,99,999.99,1,1,235,0,20,0,200,112,170,545,0,113,0,0
2019,20190707190748,14,0,1,1,20190727,4791561.531058000,77,2,100,1,1,40,5,1,99,999.99,1,1,0,0,0,0,0,700,0,615,50,0,0,0
2019,20190707190766,14,1,1,1,20190721,3041030.691986000,38,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,30,670,0,600,0,0,0,0
2019,20190707190794,4,0,1,1,20190721,5716993.995815000,58,2,100,4,1,30,1,99,1,999.99,3,99,0,0,0,0,90,90,0,510,0,0,630,0
2019,20190707190826,11,0,1,1,20190723,13171964.77042200,66,2,100,3,1,40,5,99,99,999.99,3,99,0,0,0,0,630,300,0,435,45,0,0,0
2019,20190707190838,14,0,1,1,20190723,12632337.00415600,56,2,100,6,1,40,1,99,2,18.0,2,1,0,0,15,0,217,170,45,524,389,0,0,0
2019,20190707190855,11,0,1,1,20190721,6070873.963323000,65,2,100,1,1,31,5,1,99,999.99,1,1,0,42,110,0,120,260,60,663,0,135,0,0
2019,20190707190869,4,0,1,1,20190722,10409015.43690700,64,2,100,4,1,21,5,99,99,999.99,3,99,0,0,33,0,203,709,0,435,48,0,0,0
2019,20190707190873,10,1,1,1,20190726,7503259.649036000,44,1,100,1,1,30,1,99,1,999.99,1,2,0,0,0,0,705,90,0,540,0,0,60,0
2019,20190707190890,12,0,1,1,20190721,4940779.431195000,74,2,100,1,1,30,5,1,99,999.99,1,1,0,0,0,0,379,324,40,520,154,0,0,0
2019,20190707190892,16,1,1,1,20190729,22748819.46460300,54,1,131,1,1,41,1,99,1,999.99,1,2,0,0,0,0,60,145,0,545,0,0,650,0
2019,20190707190898,13,1,1,1,20190729,7226560.828096000,30,2,100,1,1,40,5,99,99,999.99,1,1,450,0,0,0,290,210,0,430,0,0,0,0
2019,20190707190908,12,0,1,1,20190731,4641919.249491000,60,2,110,4,1,32,1,99,1,999.99,3,99,0,0,0,0,0,210,0,490,0,0,720,0
2019,20190707190925,11,0,1,1,20190729,6707443.783633000,59,2,100,4,1,40,1,99,1,19.31,3,99,0,0,5,0,20,245,0,550,55,15,510,0
2019,20190707190951,15,0,1,1,20190730,6907508.116124000,75,2,100,4,1,40,5,1,99,999.99,3,99,0,0,15,0,245,190,0,672,153,0,0,0
2019,20190707190966,10,0,1,1,20190721,7051026.899349000,76,2,100,1,1,21,5,1,99,999.99,1,1,0,0,0,0,180,440,0,660,0,0,0,0
2019,20190707190978,16,1,1,1,20190721,4438124.689853000,51,1,100,1,1,41,5,99,99,999.99,1,2,0,0,0,0,612,75,0,660,3,0,0,0
2019,20190707190996,15,0,1,1,20190730,44915918.75118200,18,2,100,6,1,30,1,99,1,999.99,3,99,0,0,0,0,15,625,0,720,20,0,0,0
2019,20190707191005,6,0,1,1,20190721,5094982.961615000,60,2,100,1,1,30,2,99,1,999.99,1,1,0,0,0,0,60,180,0,940,0,140,0,0
2019,20190707191030,10,0,1,1,20190724,5407285.934386000,61,2,100,5,1,41,5,99,99,9.5,3,99,0,20,0,0,323,240,0,651,92,0,0,0
2019,20190707191031,14,0,1,1,20190727,5517106.145481000,66,1,100,1,1,21,1,99,1,39.0,1,2,0,0,0,0,240,520,0,615,35,0,0,0
2019,20190707191037,16,1,1,1,20190731,4509539.579790000,48,1,131,1,1,43,1,99,1,999.99,1,2,0,0,0,0,120,160,0,780,70,30,230,0
2019,20190707191056,15,0,1,1,20190726,8511165.445237000,69,1,100,1,1,40,1,99,2,10.0,1,2,0,51,4,0,210,160,0,494,0,0,495,0
2019,20190707191103,13,0,1,1,20190723,19245146.14434400,52,1,100,1,1,30,5,1,99,999.99,1,2,0,0,0,0,50,735,0,625,0,0,0,0
2019,20190707191125,9,1,1,1,20190725,5351062.985065000,46,2,100,2,1,40,5,99,99,999.99,1,1,330,0,25,0,175,10,0,715,125,0,0,0
2019,20190707191128,10,1,1,1,20190727,3538847.301063000,32,1,131,1,1,40,1,99,1,20.0,1,2,80,0,35,0,45,390,180,565,90,0,0,0
2019,20190707191156,10,0,1,1,20190728,4388458.335627000,80,2,100,1,1,42,5,1,99,999.99,1,1,0,0,0,0,15,480,25,620,0,165,0,0
2019,20190707191169,11,0,1,1,20190721,6576953.139675000,28,1,100,6,1,41,2,99,1,999.99,3,99,0,0,0,0,180,450,0,680,100,0,0,0
2019,20190707191170,15,1,1,1,20190728,3125904.610908000,38,1,100,1,1,32,2,99,1,999.99,1,2,0,0,0,0,730,100,0,440,110,0,0,0
2019,20190707191186,9,0,1,1,20190721,2585324.395090000,65,1,100,5,1,20,1,99,2,14.2,3,99,0,0,60,0,63,235,0,576,15,0,448,0
2019,20190707191200,9,0,1,1,20190729,6080442.307884000,80,2,100,3,1,40,5,1,99,999.99,3,99,0,128,17,0,62,666,0,529,25,0,0,0
2019,20190707191204,8,0,1,1,20190726,11890870.87734200,69,2,100,1,1,43,5,1,99,999.99,1,1,0,0,0,0,45,655,0,560,0,0,0,0
2019,20190707191213,14,0,1,1,20190727,9957764.076497000,62,1,100,1,1,40,5,1,99,999.99,1,2,0,0,0,0,340,470,0,495,75,0,0,0
2019,20190707191215,15,0,1,1,20190724,7974794.418731000,42,1,100,6,1,40,1,99,1,999.99,3,99,0,0,0,0,15,0,30,853,0,0,507,0
2019,20190707191231,2,0,1,1,20190727,7579833.566420000,27,2,110,6,1,16,1,99,1,8.0,3,99,0,0,0,0,0,645,0,388,12,0,0,0
2019,20190707191241,1,0,1,1,20190723,7862519.046086000,72,1,100,3,1,11,5,1,99,999.99,3,99,0,55,0,0,210,505,0,660,0,0,0,0
2019,20190707191296,5,0,1,1,20190727,3195745.867046000,85,1,100,6,1,21,5,1,99,999.99,3,99,0,0,10,0,0,830,40,540,0,0,0,0
2019,20190707191301,11,0,1,1,20190725,15937559.32975300,80,1,100,1,1,21,5,1,99,999.99,1,2,0,0,0,0,700,60,0,660,0,0,0,0
2019,20190707191304,14,1,1,1,20190728,8335889.753030000,28,2,100,1,1,40,5,99,99,999.99,1,1,100,0,0,60,145,140,0,660,150,90,0,0
2019,20190707191359,14,0,1,1,20190726,12685428.59132900,36,2,100,4,1,41,1,99,1,999.99,3,99,0,0,0,0,40,121,0,604,35,0,430,0
2019,20190707191387,1,0,1,1,20190722,11820839.48788800,60,2,100,5,1,21,5,99,99,999.99,2,1,45,0,0,0,405,350,0,542,48,0,0,0
2019,20190707191392,4,0,1,1,20190722,6648273.272166000,63,1,110,6,1,30,5,99,99,999.99,3,99,0,0,15,0,30,729,0,666,0,0,0,0
2019,20190707191446,14,0,1,1,20190723,10413642.65047500,72,2,100,3,1,21,5,99,99,999.99,3,99,0,0,25,0,179,603,0,540,47,0,0,0
2019,20190707191485,12,0,1,1,20190724,42007244.75817300,25,2,100,6,1,21,5,99,99,999.99,3,99,0,0,0,0,0,640,0,765,20,0,0,0
2019,20190707191509,10,1,1,1,20190728,2628348.945372000,38,2,131,4,1,21,1,99,1,15.0,3,99,214,0,0,0,33,60,0,483,180,0,420,0
2019,20190707191549,16,1,1,1,20190721,3200375.031736000,42,2,100,1,1,41,2,99,1,12.0,1,1,5,60,0,0,390,120,40,685,0,80,0,0
2019,20190707191561,16,1,1,1,20190730,9186011.672338000,45,1,100,1,1,40,1,99,1,999.99,1,2,0,0,20,0,10,170,597,522,76,0,0,0
2019,20190707191571,14,1,1,1,20190728,6877665.776324000,41,1,110,6,1,40,1,99,1,999.99,3,99,0,0,0,0,157,363,0,720,0,0,180,0
2019,20190707191572,12,0,1,1,20190731,7667592.728007000,85,2,100,3,1,30,5,1,99,999.99,3,99,0,0,60,0,210,230,0,600,110,0,0,0
2019,20190707191583,14,1,1,1,20190722,18002693.09211500,31,1,100,1,1,21,1,99,1,19.0,1,2,0,95,0,0,0,80,0,480,0,0,720,0
2019,20190707191584,15,0,1,1,20190731,13601153.12782800,49,2,110,3,1,41,1,99,1,25.0,2,2,0,0,0,0,79,270,8,352,35,10,653,120
2019,20190707191593,15,1,1,1,20190731,66276469.51045200,16,1,100,6,1,15,5,99,99,999.99,3,99,0,0,0,0,180,540,0,660,0,0,0,0
2019,20190707191595,4,0,1,1,20190722,5442158.796100000,66,2,100,3,1,11,5,1,99,999.99,3,99,0,0,0,0,450,60,0,690,105,0,0,0
2019,20190707191597,4,0,1,1,20190725,7111773.925303000,80,2,100,4,1,30,5,1,99,999.99,3,99,0,0,0,0,3,1117,5,240,0,0,0,0
2019,20190707191615,15,1,1,1,20190727,2548768.976333000,37,1,100,1,1,32,1,99,1,999.99,1,2,75,0,0,0,0,555,0,700,0,0,0,0
2019,20190707191644,14,0,1,1,20190730,14176693.03964100,31,2,110,1,1,41,4,99,99,14.0,1,1,20,0,30,0,5,325,0,825,0,0,0,0
2019,20190707191672,16,1,1,1,20190727,3743940.258445000,46,1,131,1,1,40,1,99,1,999.99,1,2,0,0,0,0,90,720,0,600,0,0,0,0
2019,20190707191684,16,0,1,1,20190722,13190672.31835400,59,1,100,3,1,40,1,99,1,999.99,3,99,0,0,0,0,55,0,0,515,0,0,760,0
2019,20190707191696,13,0,1,1,20190727,3876402.277382000,43,2,100,4,1,40,1,99,1,12.6,3,99,0,0,80,0,130,420,0,600,120,0,60,0
2019,20190707191699,15,1,1,1,20190727,6428985.748788000,45,1,110,1,1,41,1,99,1,999.99,1,2,35,0,0,0,350,675,0,350,0,0,0,0
2019,20190707191707,14,1,1,1,20190721,3486683.469012000,40,2,100,1,1,40,1,99,1,999.99,1,1,20,0,0,0,405,380,0,605,0,0,0,0
2019,20190707191721,16,1,1,1,20190728,2535232.534707000,40,1,100,1,1,42,1,99,1,999.99,1,2,0,0,0,0,0,190,0,810,0,0,0,0
2019,20190707191734,5,0,1,1,20190731,18998646.84348500,80,2,100,3,1,21,5,1,99,999.99,3,99,0,180,0,0,240,210,45,525,165,0,0,0
2019,20190707191739,7,1,1,1,20190728,2263609.406609000,45,2,100,4,1,21,1,99,1,11.25,3,99,0,0,0,0,480,235,0,570,100,0,0,0
2019,20190707191741,13,1,1,1,20190728,2431501.455482000,41,1,201,4,1,30,1,99,1,999.99,3,99,0,0,0,0,240,700,0,480,0,0,0,0
2019,20190707191742,14,0,1,1,20190727,7577446.205303000,65,2,100,1,1,32,1,99,2,999.99,1,1,0,0,0,0,0,210,0,540,0,300,170,0
2019,20190707191750,9,0,1,1,20190730,9465157.139437000,73,2,100,4,1,21,5,1,99,999.99,3,99,0,0,61,0,119,710,0,481,39,0,0,0
2019,20190707191777,16,1,1,1,20190727,4965514.216338000,59,2,100,1,1,40,5,99,99,999.99,1,1,70,0,0,0,130,400,0,540,140,0,0,0
2019,20190707191788,5,1,1,1,20190726,13856478.30565400,46,1,110,5,1,30,5,99,99,999.99,3,99,0,0,0,0,0,920,0,510,0,0,0,0
2019,20190707191794,13,1,1,1,20190729,7038366.131902000,34,2,100,6,1,30,1,99,1,999.99,2,1,5,0,1,0,166,68,0,471,40,0,625,0
2019,20190707191800,14,1,1,1,20190730,5767107.123181000,44,1,100,1,1,41,1,99,1,999.99,1,2,160,0,0,0,255,140,50,515,0,0,250,0
2019,20190707191824,9,0,1,1,20190726,20075128.19262400,78,2,100,1,1,21,5,1,99,999.99,1,1,0,0,60,0,180,535,0,600,80,0,0,0
2019,20190707191829,7,0,1,1,20190721,4639081.448886000,66,2,100,1,1,30,5,1,99,999.99,1,1,30,0,0,0,125,240,0,650,0,290,0,0
2019,20190707191831,7,0,1,1,20190728,2297335.587022000,57,1,110,5,1,32,5,99,99,999.99,3,99,0,0,45,0,102,356,0,750,0,165,0,0
2019,20190707191838,11,0,1,1,20190731,7570672.985971000,70,2,100,4,1,41,5,1,99,999.99,3,99,0,0,0,0,190,240,50,480,285,60,0,0
2019,20190707191842,16,1,1,1,20190731,13905305.88711100,51,1,100,1,1,41,1,99,1,999.99,1,2,35,0,0,0,30,170,0,435,160,0,510,0
2019,20190707191887,10,0,1,1,20190728,5608390.689116000,66,1,110,1,1,21,1,99,1,12.0,1,2,0,0,0,0,0,605,0,465,155,0,195,0
2019,20190707191909,10,0,1,1,20190721,1957871.508625000,50,2,110,6,1,30,1,99,1,999.99,3,99,0,0,0,0,0,570,0,870,0,0,0,0
2019,20190707191919,15,1,1,1,20190730,12647512.09274300,36,1,131,1,1,40,1,99,1,999.99,1,2,120,0,0,0,30,100,20,570,0,0,505,0
2019,20190707191977,16,1,1,1,20190723,5419970.537106000,42,1,100,1,1,32,1,99,1,999.99,1,2,120,0,0,0,45,165,0,525,0,0,495,0
2019,20190707191994,12,0,1,1,20190731,30004077.77155000,24,2,100,1,1,30,1,99,2,17.0,1,1,0,0,0,0,30,419,0,590,0,0,251,0
2019,20190707192027,12,1,1,1,20190724,11489536.61967400,40,1,100,1,1,21,1,99,1,19.37,1,2,10,0,0,0,65,183,0,630,15,0,517,0
2019,20190707192031,15,0,1,1,20190728,7008388.298374000,59,1,100,4,1,42,1,99,1,999.99,2,2,25,124,0,0,158,425,0,538,0,110,0,0
2019,20190707192036,3,0,1,1,20190721,3865492.764797000,44,1,131,6,1,40,1,99,2,11.0,3,99,0,0,15,0,160,560,0,510,150,0,0,0
2019,20190707192063,11,0,1,1,20190724,10985350.64692300,54,1,100,4,1,31,1,99,1,14.21,3,99,0,0,0,0,136,316,0,413,40,0,480,0
2019,20190707192064,8,0,1,1,20190722,13145754.77556300,62,1,201,4,1,30,5,99,99,999.99,3,99,0,0,0,0,20,737,0,663,10,0,0,0
2019,20190707192066,14,0,1,1,20190725,11955936.32725500,71,2,100,1,1,41,5,99,99,999.99,1,1,0,0,0,0,230,470,0,480,110,0,0,0
2019,20190707192075,16,1,1,1,20190721,4697669.920934000,47,1,131,4,1,40,1,99,1,999.99,3,99,0,0,0,0,375,440,0,595,0,0,0,0
2019,20190707192095,13,1,1,1,20190730,7217933.166036000,46,2,100,1,1,41,1,99,1,999.99,1,1,105,0,0,0,0,30,0,555,0,0,705,0
2019,20190707192102,11,0,1,1,20190726,8203431.549567000,66,2,110,1,1,40,2,99,1,999.99,1,1,0,0,120,0,135,360,0,630,0,45,0,0
2019,20190707192110,14,1,1,1,20190728,6298549.790305000,47,2,100,4,1,40,1,99,1,999.99,2,1,0,0,0,0,60,180,0,555,40,0,255,0
2019,20190707192138,9,0,1,1,20190723,7006908.608884000,72,2,100,4,1,32,5,1,99,999.99,3,99,0,0,60,0,33,274,20,758,200,0,0,0
2019,20190707192167,14,0,1,1,20190728,2914847.128275000,61,2,100,4,1,40,1,99,1,18.04,3,99,0,0,0,0,450,105,0,825,0,0,0,0
2019,20190707192171,3,0,1,1,20190728,2402119.765503000,80,1,100,3,1,11,5,1,99,999.99,3,99,0,0,0,0,0,390,0,780,0,70,0,0
2019,20190707192178,15,1,1,1,20190728,6760671.140447000,33,2,100,1,1,41,4,99,99,999.99,1,1,115,0,0,0,120,195,0,495,55,400,0,0
2019,20190707192199,9,0,1,1,20190728,1972604.571278000,80,2,110,3,1,21,5,1,99,999.99,3,99,0,0,150,0,0,290,0,690,0,220,0,0
2019,20190707192200,15,0,1,1,20190729,7194359.382637000,61,2,100,3,1,41,1,99,1,999.99,3,99,0,0,0,0,12,150,0,548,67,0,613,0
2019,20190707192219,8,1,1,1,20190727,2763566.975035000,43,1,100,4,1,21,1,99,1,17.0,3,99,0,0,30,0,230,385,0,480,0,245,0,0
2019,20190707192221,13,0,1,1,20190731,23434390.70651200,31,1,100,6,1,30,1,99,1,17.0,3,99,0,0,0,0,0,205,0,560,27,0,628,0
2019,20190707192240,15,1,1,1,20190724,7660691.660710000,39,2,100,1,1,32,1,99,2,13.5,1,1,93,0,5,0,100,337,0,510,227,0,135,0
2019,20190707192249,16,0,1,1,20190722,15610286.61200300,35,2,100,1,1,32,5,99,99,11.0,1,1,0,0,0,0,601,80,0,700,14,0,0,0
2019,20190707192270,13,0,1,1,20190722,44094656.23888900,28,1,100,6,1,21,1,99,1,23.7,3,99,47,0,0,0,45,676,0,599,0,0,0,0
2019,20190707192294,16,1,1,1,20190723,7832065.890798000,46,2,100,1,1,43,1,99,1,999.99,1,1,145,0,0,0,120,115,0,470,35,0,495,0
2019,20190707192311,16,1,1,1,20190728,2269054.571753000,50,1,100,1,1,42,1,99,1,999.99,1,2,40,0,0,0,120,0,5,540,400,250,0,0
2019,20190707192318,13,0,1,1,20190724,13891819.34731000,60,2,100,1,1,31,1,99,1,999.99,1,1,0,0,0,0,47,342,0,580,96,0,300,0
2019,20190707192321,12,0,1,1,20190721,2751294.589591000,46,2,131,4,1,43,1,99,1,999.99,3,99,0,0,0,0,535,180,0,630,0,0,0,0
2019,20190707192330,15,1,1,1,20190722,7570013.678047000,32,2,132,1,1,40,1,99,1,999.99,1,1,267,0,0,0,175,65,0,405,0,0,443,0
2019,20190707192342,16,0,1,1,20190721,12985562.84650700,55,1,100,1,1,30,2,99,1,999.99,1,2,0,0,0,0,382,225,28,670,65,0,0,0
2019,20190707192346,13,0,1,1,20190722,19217077.35992100,27,1,100,6,1,40,1,99,1,15.5,2,1,0,0,0,0,5,100,0,611,14,0,630,0
2019,20190707192396,12,1,1,1,20190724,13555775.99218600,50,1,131,1,1,30,5,99,99,999.99,1,2,250,0,10,0,385,170,120,425,0,0,0,0
2019,20190707192424,16,1,1,1,20190727,2892700.895034000,35,1,100,1,1,41,2,99,1,999.99,1,2,55,0,0,0,60,320,0,804,93,0,0,0
2019,20190707192466,14,0,1,1,20190729,16641600.34385700,58,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,170,105,0,480,0,0,635,0
2019,20190707192469,9,0,1,1,20190727,4235378.883604000,52,1,110,4,1,30,5,1,99,999.99,3,99,0,0,0,0,0,930,0,490,0,0,0,0
2019,20190707192472,16,0,1,1,20190727,12671261.65536700,30,1,201,1,1,17,1,99,1,13.5,1,2,0,0,0,0,75,415,190,425,0,0,215,0
2019,20190707192499,12,0,1,1,20190723,23572349.25293100,24,2,100,1,1,31,1,99,2,14.0,1,1,0,0,0,0,120,225,0,645,0,0,370,0
2019,20190707192509,14,0,1,1,20190727,9249806.051831000,57,2,100,1,1,41,1,99,1,999.99,1,1,0,0,0,0,45,520,0,680,25,120,0,0
2019,20190707192536,14,0,1,1,20190729,5179613.155029000,61,1,100,1,1,31,1,99,1,48.08,1,2,0,0,0,0,0,120,0,525,0,0,795,0
2019,20190707192539,11,0,1,1,20190721,8238078.272809000,64,1,100,1,1,30,5,1,99,999.99,1,2,0,0,0,0,85,500,0,690,30,0,0,0
2019,20190707192540,13,0,1,1,20190728,4975204.589518000,78,2,100,3,1,40,5,1,99,999.99,3,99,0,0,45,0,115,617,0,540,20,73,0,0
2019,20190707192547,15,1,1,1,20190728,3854967.258979000,44,2,100,1,1,32,2,99,2,999.99,1,1,15,0,23,0,83,282,0,710,160,0,0,0
2019,20190707192565,16,1,1,1,20190728,3067610.541522000,45,2,100,1,1,41,2,99,1,999.99,1,1,127,0,0,0,195,230,0,578,0,0,0,0
2019,20190707192573,12,1,1,1,20190731,18305922.03849300,32,1,100,6,1,21,1,99,1,21.0,1,2,0,0,0,0,0,30,0,510,0,270,570,0
2019,20190805190541,16,1,1,1,20190807,12733175.92516900,39,1,100,1,1,41,1,99,1,999.99,1,2,0,42,0,0,11,277,0,540,0,0,500,0
2019,20190805190725,7,1,1,1,20190807,15914182.22661200,30,2,100,6,1,21,5,99,99,999.99,2,1,35,0,0,0,245,425,0,675,25,0,0,0
2019,20190805190894,15,1,1,1,20190802,11264619.44755100,42,1,100,1,1,40,1,99,1,999.99,1,2,0,0,0,0,210,810,0,360,0,0,0,0
2019,20190805190898,2,1,1,1,20190805,12198809.45589200,36,2,100,1,1,40,5,99,99,999.99,1,1,170,0,0,0,210,110,40,690,170,0,0,0
2019,20190805191042,14,0,1,1,20190802,46710787.71902400,20,1,201,6,1,30,4,99,99,999.99,3,99,0,0,0,0,0,900,0,480,0,0,0,0
2019,20190805191065,16,1,1,1,20190810,11912425.33047000,31,2,100,1,1,40,1,99,1,25.5,1,1,59,0,0,0,240,106,0,650,235,0,0,0
2019,20190805191125,10,1,1,1,20190801,72804245.84266000,16,1,100,6,1,15,1,99,1,999.99,3,99,0,0,0,0,0,283,0,503,0,0,575,0
2019,20190805191312,16,0,1,1,20190808,20654243.76909500,63,2,100,3,1,40,5,1,99,999.99,3,99,0,0,0,0,300,180,0,590,170,0,0,0
